10
15
8
30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
10
10
8	10	12	14	16	18	20	22	
0	0	0	0	0	0	0	0	
3.29	2.78	2.34	1.94	1.51	1.46	1.41	1.18	0.79	0.66	
112	128	126	75	58	80	89	105	117	76	115	92	76	70	90	
67	148	92	56	109	76	89	110	119	74	112	81	122	53	125	
89	66	84	81	122	142	69	100	115	105	146	133	125	72	132	
128	132	64	64	82	87	55	99	134	102	106	112	115	59	142	
149	143	78	120	71	74	138	105	118	106	59	149	52	81	125	
126	55	59	84	149	136	141	86	65	83	110	51	99	148	62	
63	76	88	81	93	88	57	145	58	139	134	126	131	91	139	
132	67	130	72	62	72	100	107	86	129	106	79	145	52	64	
130	64	86	76	138	95	63	88	51	93	114	106	128	64	80	
117	137	63	116	79	123	81	55	70	118	128	72	103	83	149	
200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
1.645	1.645	1.645	1.645	1.645	1.645	1.645	1.645	1.645	1.645	1.645	1.645	1.645	1.645	1.645	
1.39	1.39	1.39	1.39	1.39	1.39	1.39	1.39	1.39	1.39	1.39	1.39	1.39	1.39	1.39	
1.17	1.17	1.17	1.17	1.17	1.17	1.17	1.17	1.17	1.17	1.17	1.17	1.17	1.17	1.17	
0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	
0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	
0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	
0.705	0.705	0.705	0.705	0.705	0.705	0.705	0.705	0.705	0.705	0.705	0.705	0.705	0.705	0.705	
0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	
0.395	0.395	0.395	0.395	0.395	0.395	0.395	0.395	0.395	0.395	0.395	0.395	0.395	0.395	0.395	
0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	
0.8225	0.8225	0.8225	0.8225	0.8225	0.8225	0.8225	0.8225	0.8225	0.8225	0.8225	0.8225	0.8225	0.8225	0.8225	
0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	
0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	
0.485	0.485	0.485	0.485	0.485	0.485	0.485	0.485	0.485	0.485	0.485	0.485	0.485	0.485	0.485	
0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	
0.365	0.365	0.365	0.365	0.365	0.365	0.365	0.365	0.365	0.365	0.365	0.365	0.365	0.365	0.365	
0.3525	0.3525	0.3525	0.3525	0.3525	0.3525	0.3525	0.3525	0.3525	0.3525	0.3525	0.3525	0.3525	0.3525	0.3525	
0.295	0.295	0.295	0.295	0.295	0.295	0.295	0.295	0.295	0.295	0.295	0.295	0.295	0.295	0.295	
0.1975	0.1975	0.1975	0.1975	0.1975	0.1975	0.1975	0.1975	0.1975	0.1975	0.1975	0.1975	0.1975	0.1975	0.1975	
0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	
