5
15
3
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	
10
10
8	10	12	
0	0	0	
3.47	2.58	2.37	1.53	1.3	
108	137	128	101	82	82	146	123	110	80	82	78	75	101	86	
54	62	81	135	131	126	119	96	57	96	111	61	132	108	76	
61	114	119	118	80	61	135	110	90	52	128	113	132	78	112	
50	56	53	117	74	107	84	77	93	146	127	50	91	132	89	
136	124	67	116	104	123	73	140	66	140	117	121	93	145	138	
200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
1.735	1.735	1.735	1.735	1.735	1.735	1.735	1.735	1.735	1.735	1.735	1.735	1.735	1.735	1.735	
1.29	1.29	1.29	1.29	1.29	1.29	1.29	1.29	1.29	1.29	1.29	1.29	1.29	1.29	1.29	
1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	
0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	
0.65	0.65	0.65	0.65	0.65	0.65	0.65	0.65	0.65	0.65	0.65	0.65	0.65	0.65	0.65	
0.8675	0.8675	0.8675	0.8675	0.8675	0.8675	0.8675	0.8675	0.8675	0.8675	0.8675	0.8675	0.8675	0.8675	0.8675	
0.645	0.645	0.645	0.645	0.645	0.645	0.645	0.645	0.645	0.645	0.645	0.645	0.645	0.645	0.645	
0.5925	0.5925	0.5925	0.5925	0.5925	0.5925	0.5925	0.5925	0.5925	0.5925	0.5925	0.5925	0.5925	0.5925	0.5925	
0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	
0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	
