10
5
8
36	36	36	36	36	
10
10
8	10	12	14	16	18	20	22	
0	0	0	0	0	0	0	0	
3.12	2.36	2.34	2.28	2	1.68	1.64	1.51	0.85	0.8	
131	136	53	118	149	
67	66	76	92	124	
81	100	59	109	115	
51	64	109	82	116	
92	129	69	110	146	
130	71	95	145	72	
77	135	83	82	141	
64	68	140	148	120	
92	106	112	95	148	
77	126	110	51	114	
200	200	200	200	200	
20	20	20	20	20	
1.6	1.6	1.6	1.6	1.6	
1.1	1.1	1.1	1.1	1.1	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
1.56	1.56	1.56	1.56	1.56	
1.18	1.18	1.18	1.18	1.18	
1.17	1.17	1.17	1.17	1.17	
1.14	1.14	1.14	1.14	1.14	
1	1	1	1	1	
0.84	0.84	0.84	0.84	0.84	
0.82	0.82	0.82	0.82	0.82	
0.755	0.755	0.755	0.755	0.755	
0.425	0.425	0.425	0.425	0.425	
0.4	0.4	0.4	0.4	0.4	
0.78	0.78	0.78	0.78	0.78	
0.59	0.59	0.59	0.59	0.59	
0.585	0.585	0.585	0.585	0.585	
0.57	0.57	0.57	0.57	0.57	
0.5	0.5	0.5	0.5	0.5	
0.42	0.42	0.42	0.42	0.42	
0.41	0.41	0.41	0.41	0.41	
0.3775	0.3775	0.3775	0.3775	0.3775	
0.2125	0.2125	0.2125	0.2125	0.2125	
0.2	0.2	0.2	0.2	0.2	
