5
10
8
17	17	17	17	17	17	17	17	17	17	
10
10
8	10	12	14	16	18	20	22	
0	0	0	0	0	0	0	0	
2.89	2.79	1.8	1.56	0.93	
77	89	93	58	103	104	52	75	126	125	
132	89	140	94	81	89	104	52	111	114	
68	50	126	53	105	72	78	54	147	90	
110	58	65	137	85	139	71	52	61	80	
87	51	96	122	60	109	72	128	102	136	
200	200	200	200	200	200	200	200	200	200	
20	20	20	20	20	20	20	20	20	20	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
1.445	1.445	1.445	1.445	1.445	1.445	1.445	1.445	1.445	1.445	
1.395	1.395	1.395	1.395	1.395	1.395	1.395	1.395	1.395	1.395	
0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	
0.78	0.78	0.78	0.78	0.78	0.78	0.78	0.78	0.78	0.78	
0.465	0.465	0.465	0.465	0.465	0.465	0.465	0.465	0.465	0.465	
0.7225	0.7225	0.7225	0.7225	0.7225	0.7225	0.7225	0.7225	0.7225	0.7225	
0.6975	0.6975	0.6975	0.6975	0.6975	0.6975	0.6975	0.6975	0.6975	0.6975	
0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	
0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	
0.2325	0.2325	0.2325	0.2325	0.2325	0.2325	0.2325	0.2325	0.2325	0.2325	
