10
10
5
41	41	41	41	41	41	41	41	41	41	
10
10
8	10	12	14	16	
0	0	0	0	0	
3.57	3.5	2.5	2.35	2.19	2.15	1.9	1.64	1.02	0.89	
60	84	55	129	66	110	139	147	86	119	
67	79	129	55	55	76	140	85	132	124	
75	52	79	68	112	136	125	141	74	98	
119	133	52	134	78	62	140	132	109	135	
127	93	142	120	83	118	137	99	134	69	
118	88	137	95	98	72	141	61	93	66	
69	51	71	94	60	66	79	79	96	62	
103	78	87	131	77	72	92	51	77	76	
126	96	80	116	60	133	124	81	89	51	
98	97	98	58	76	85	80	62	107	128	
200	200	200	200	200	200	200	200	200	200	
20	20	20	20	20	20	20	20	20	20	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
1.785	1.785	1.785	1.785	1.785	1.785	1.785	1.785	1.785	1.785	
1.75	1.75	1.75	1.75	1.75	1.75	1.75	1.75	1.75	1.75	
1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	1.25	
1.175	1.175	1.175	1.175	1.175	1.175	1.175	1.175	1.175	1.175	
1.095	1.095	1.095	1.095	1.095	1.095	1.095	1.095	1.095	1.095	
1.075	1.075	1.075	1.075	1.075	1.075	1.075	1.075	1.075	1.075	
0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	
0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	
0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	
0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	
0.8925	0.8925	0.8925	0.8925	0.8925	0.8925	0.8925	0.8925	0.8925	0.8925	
0.875	0.875	0.875	0.875	0.875	0.875	0.875	0.875	0.875	0.875	
0.625	0.625	0.625	0.625	0.625	0.625	0.625	0.625	0.625	0.625	
0.5875	0.5875	0.5875	0.5875	0.5875	0.5875	0.5875	0.5875	0.5875	0.5875	
0.5475	0.5475	0.5475	0.5475	0.5475	0.5475	0.5475	0.5475	0.5475	0.5475	
0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	
0.475	0.475	0.475	0.475	0.475	0.475	0.475	0.475	0.475	0.475	
0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	
0.255	0.255	0.255	0.255	0.255	0.255	0.255	0.255	0.255	0.255	
0.2225	0.2225	0.2225	0.2225	0.2225	0.2225	0.2225	0.2225	0.2225	0.2225	
