15
15
8
53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	
10
10
8	10	12	14	16	18	20	22	
0	0	0	0	0	0	0	0	
3.62	3.52	3.36	2.74	2.3	2.29	1.91	1.72	1.7	1.55	1.53	1.36	1.31	1.02	0.6	
116	93	84	113	72	52	71	143	50	88	143	68	115	123	147	
114	86	141	128	124	77	83	100	123	72	127	61	112	144	67	
80	74	120	61	85	94	59	110	106	108	128	52	116	115	146	
64	149	92	146	96	142	119	99	99	99	70	52	55	144	86	
132	59	114	115	106	145	115	72	90	52	138	135	96	100	135	
74	95	55	145	141	105	94	61	94	113	104	114	99	117	55	
145	63	57	94	131	76	83	111	128	95	149	89	59	108	148	
142	111	103	78	107	92	60	139	139	135	111	59	100	57	71	
115	83	123	67	108	127	58	105	60	97	77	139	132	86	63	
64	114	116	145	56	128	90	117	118	52	134	144	61	93	112	
146	56	90	65	123	83	126	97	127	99	107	73	101	109	119	
127	61	110	84	99	96	81	87	50	125	69	120	89	125	128	
119	52	138	105	50	131	148	122	97	69	144	65	98	84	97	
104	74	84	59	102	88	75	113	88	89	64	124	72	79	78	
138	125	125	84	100	143	71	79	94	93	91	91	54	119	135	
200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
1.81	1.81	1.81	1.81	1.81	1.81	1.81	1.81	1.81	1.81	1.81	1.81	1.81	1.81	1.81	
1.76	1.76	1.76	1.76	1.76	1.76	1.76	1.76	1.76	1.76	1.76	1.76	1.76	1.76	1.76	
1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	1.68	
1.37	1.37	1.37	1.37	1.37	1.37	1.37	1.37	1.37	1.37	1.37	1.37	1.37	1.37	1.37	
1.15	1.15	1.15	1.15	1.15	1.15	1.15	1.15	1.15	1.15	1.15	1.15	1.15	1.15	1.15	
1.145	1.145	1.145	1.145	1.145	1.145	1.145	1.145	1.145	1.145	1.145	1.145	1.145	1.145	1.145	
0.955	0.955	0.955	0.955	0.955	0.955	0.955	0.955	0.955	0.955	0.955	0.955	0.955	0.955	0.955	
0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	
0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	0.85	
0.775	0.775	0.775	0.775	0.775	0.775	0.775	0.775	0.775	0.775	0.775	0.775	0.775	0.775	0.775	
0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	
0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	
0.655	0.655	0.655	0.655	0.655	0.655	0.655	0.655	0.655	0.655	0.655	0.655	0.655	0.655	0.655	
0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	
0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	
0.905	0.905	0.905	0.905	0.905	0.905	0.905	0.905	0.905	0.905	0.905	0.905	0.905	0.905	0.905	
0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	
0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	
0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	
0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	
0.5725	0.5725	0.5725	0.5725	0.5725	0.5725	0.5725	0.5725	0.5725	0.5725	0.5725	0.5725	0.5725	0.5725	0.5725	
0.4775	0.4775	0.4775	0.4775	0.4775	0.4775	0.4775	0.4775	0.4775	0.4775	0.4775	0.4775	0.4775	0.4775	0.4775	
0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	
0.425	0.425	0.425	0.425	0.425	0.425	0.425	0.425	0.425	0.425	0.425	0.425	0.425	0.425	0.425	
0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	
0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	
0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	
0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	
0.255	0.255	0.255	0.255	0.255	0.255	0.255	0.255	0.255	0.255	0.255	0.255	0.255	0.255	0.255	
0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	
