15
10
5
56	56	56	56	56	56	56	56	56	56	
10
10
8	10	12	14	16	
0	0	0	0	0	
3.82	3.75	3.71	3.07	3.02	2.33	2.17	2.17	2.13	2.04	2.02	1.49	1.43	1.42	1.11	
83	66	73	115	86	107	88	83	67	90	
50	94	75	86	121	95	72	57	83	130	
132	126	52	62	112	60	130	82	102	82	
51	87	144	142	96	61	66	109	97	144	
149	105	73	139	105	142	67	76	144	117	
125	67	100	62	124	84	143	136	129	50	
57	94	138	61	62	80	84	94	60	62	
59	142	147	80	78	60	91	124	129	123	
62	135	88	51	143	134	50	107	110	100	
102	115	93	52	125	110	146	117	84	59	
81	91	71	71	93	72	78	147	134	83	
130	116	146	89	107	62	140	90	74	149	
140	97	70	145	97	86	99	89	55	64	
120	138	145	104	60	81	106	148	131	114	
106	135	59	51	95	88	99	148	77	70	
200	200	200	200	200	200	200	200	200	200	
20	20	20	20	20	20	20	20	20	20	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
1.91	1.91	1.91	1.91	1.91	1.91	1.91	1.91	1.91	1.91	
1.875	1.875	1.875	1.875	1.875	1.875	1.875	1.875	1.875	1.875	
1.855	1.855	1.855	1.855	1.855	1.855	1.855	1.855	1.855	1.855	
1.535	1.535	1.535	1.535	1.535	1.535	1.535	1.535	1.535	1.535	
1.51	1.51	1.51	1.51	1.51	1.51	1.51	1.51	1.51	1.51	
1.165	1.165	1.165	1.165	1.165	1.165	1.165	1.165	1.165	1.165	
1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	
1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	
1.065	1.065	1.065	1.065	1.065	1.065	1.065	1.065	1.065	1.065	
1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	
1.01	1.01	1.01	1.01	1.01	1.01	1.01	1.01	1.01	1.01	
0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	
0.715	0.715	0.715	0.715	0.715	0.715	0.715	0.715	0.715	0.715	
0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	
0.555	0.555	0.555	0.555	0.555	0.555	0.555	0.555	0.555	0.555	
0.955	0.955	0.955	0.955	0.955	0.955	0.955	0.955	0.955	0.955	
0.9375	0.9375	0.9375	0.9375	0.9375	0.9375	0.9375	0.9375	0.9375	0.9375	
0.9275	0.9275	0.9275	0.9275	0.9275	0.9275	0.9275	0.9275	0.9275	0.9275	
0.7675	0.7675	0.7675	0.7675	0.7675	0.7675	0.7675	0.7675	0.7675	0.7675	
0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	
0.5825	0.5825	0.5825	0.5825	0.5825	0.5825	0.5825	0.5825	0.5825	0.5825	
0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	
0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	
0.5325	0.5325	0.5325	0.5325	0.5325	0.5325	0.5325	0.5325	0.5325	0.5325	
0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	
0.505	0.505	0.505	0.505	0.505	0.505	0.505	0.505	0.505	0.505	
0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	
0.3575	0.3575	0.3575	0.3575	0.3575	0.3575	0.3575	0.3575	0.3575	0.3575	
0.355	0.355	0.355	0.355	0.355	0.355	0.355	0.355	0.355	0.355	
0.2775	0.2775	0.2775	0.2775	0.2775	0.2775	0.2775	0.2775	0.2775	0.2775	
