15
10
3
54	54	54	54	54	54	54	54	54	54	
10
10
8	10	12	
0	0	0	
3.72	3.48	3.39	3.2	3.03	2.3	2.27	2.17	1.85	1.65	1.54	1.49	1.31	1.3	0.93	
78	143	126	83	147	137	58	128	136	53	
84	60	107	98	130	113	117	78	76	94	
101	127	119	112	113	57	129	112	97	90	
100	145	52	87	83	76	119	95	55	59	
118	89	51	85	64	63	82	130	106	92	
108	147	113	101	123	89	60	148	51	75	
124	68	89	93	62	89	144	107	140	103	
84	72	56	61	62	63	149	148	96	87	
128	68	143	134	102	138	103	109	62	70	
142	86	106	111	119	66	69	53	148	144	
67	62	105	145	72	80	99	89	74	78	
97	134	130	89	118	96	101	73	75	148	
143	100	126	97	115	94	92	60	105	110	
131	139	136	112	123	89	96	123	97	103	
103	113	88	86	61	64	136	91	126	51	
200	200	200	200	200	200	200	200	200	200	
20	20	20	20	20	20	20	20	20	20	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
1.86	1.86	1.86	1.86	1.86	1.86	1.86	1.86	1.86	1.86	
1.74	1.74	1.74	1.74	1.74	1.74	1.74	1.74	1.74	1.74	
1.695	1.695	1.695	1.695	1.695	1.695	1.695	1.695	1.695	1.695	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.515	1.515	1.515	1.515	1.515	1.515	1.515	1.515	1.515	1.515	
1.15	1.15	1.15	1.15	1.15	1.15	1.15	1.15	1.15	1.15	
1.135	1.135	1.135	1.135	1.135	1.135	1.135	1.135	1.135	1.135	
1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	
0.925	0.925	0.925	0.925	0.925	0.925	0.925	0.925	0.925	0.925	
0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	
0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	
0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	
0.655	0.655	0.655	0.655	0.655	0.655	0.655	0.655	0.655	0.655	
0.65	0.65	0.65	0.65	0.65	0.65	0.65	0.65	0.65	0.65	
0.465	0.465	0.465	0.465	0.465	0.465	0.465	0.465	0.465	0.465	
0.93	0.93	0.93	0.93	0.93	0.93	0.93	0.93	0.93	0.93	
0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	
0.8475	0.8475	0.8475	0.8475	0.8475	0.8475	0.8475	0.8475	0.8475	0.8475	
0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	
0.7575	0.7575	0.7575	0.7575	0.7575	0.7575	0.7575	0.7575	0.7575	0.7575	
0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	
0.5675	0.5675	0.5675	0.5675	0.5675	0.5675	0.5675	0.5675	0.5675	0.5675	
0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	
0.4625	0.4625	0.4625	0.4625	0.4625	0.4625	0.4625	0.4625	0.4625	0.4625	
0.4125	0.4125	0.4125	0.4125	0.4125	0.4125	0.4125	0.4125	0.4125	0.4125	
0.385	0.385	0.385	0.385	0.385	0.385	0.385	0.385	0.385	0.385	
0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	
0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	
0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	
0.2325	0.2325	0.2325	0.2325	0.2325	0.2325	0.2325	0.2325	0.2325	0.2325	
