15
15
8
57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	
10
10
8	10	12	14	16	18	20	22	
0	0	0	0	0	0	0	0	
3.85	3.31	3.21	3.06	2.6	2.57	2.45	1.82	1.72	1.71	1.62	1.54	1.54	1.37	0.78	
138	146	55	117	62	143	144	65	55	145	143	99	146	78	134	
149	109	114	83	52	115	149	102	124	106	53	127	141	67	114	
111	90	104	52	60	55	97	149	54	136	99	120	103	109	132	
69	79	130	70	78	76	147	56	77	127	80	86	146	56	137	
133	140	79	146	106	63	67	65	118	65	55	128	146	130	71	
80	147	104	80	102	136	90	103	93	99	111	51	104	54	62	
125	106	83	81	55	119	130	83	124	97	53	131	59	55	140	
94	86	88	58	62	93	64	107	140	123	78	148	66	93	69	
88	89	69	104	113	142	80	79	126	88	130	73	82	102	89	
111	61	65	77	134	120	144	143	88	51	86	117	115	91	107	
145	54	134	147	80	148	134	83	101	142	76	86	82	132	65	
55	74	135	53	135	131	113	135	134	134	62	65	125	93	74	
60	91	140	55	71	95	75	81	108	116	107	130	63	124	131	
146	78	54	149	75	128	96	129	118	122	104	141	119	147	121	
110	129	75	119	118	77	106	63	94	107	142	141	130	117	66	
200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
1.925	1.925	1.925	1.925	1.925	1.925	1.925	1.925	1.925	1.925	1.925	1.925	1.925	1.925	1.925	
1.655	1.655	1.655	1.655	1.655	1.655	1.655	1.655	1.655	1.655	1.655	1.655	1.655	1.655	1.655	
1.605	1.605	1.605	1.605	1.605	1.605	1.605	1.605	1.605	1.605	1.605	1.605	1.605	1.605	1.605	
1.53	1.53	1.53	1.53	1.53	1.53	1.53	1.53	1.53	1.53	1.53	1.53	1.53	1.53	1.53	
1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	
1.285	1.285	1.285	1.285	1.285	1.285	1.285	1.285	1.285	1.285	1.285	1.285	1.285	1.285	1.285	
1.225	1.225	1.225	1.225	1.225	1.225	1.225	1.225	1.225	1.225	1.225	1.225	1.225	1.225	1.225	
0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	
0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	
0.855	0.855	0.855	0.855	0.855	0.855	0.855	0.855	0.855	0.855	0.855	0.855	0.855	0.855	0.855	
