15
10
3
58	58	58	58	58	58	58	58	58	58	
10
10
8	10	12	
0	0	0	
3.7	3.68	3.62	3.35	2.72	2.4	2.01	1.99	1.97	1.94	1.87	1.8	1.65	1.4	1.24	
73	119	112	119	76	66	60	73	104	148	
118	125	138	142	140	131	95	130	138	58	
70	60	54	94	146	86	96	111	93	130	
82	103	128	132	71	90	104	80	113	73	
88	73	128	132	91	115	65	115	68	67	
91	96	57	72	53	94	78	128	141	101	
90	75	71	124	62	98	104	119	120	76	
108	135	97	141	114	66	75	73	64	83	
94	132	131	50	129	141	87	144	147	108	
82	58	119	71	81	54	92	56	112	129	
85	133	71	118	84	56	52	132	114	105	
64	52	115	121	96	129	129	56	77	80	
114	71	83	81	101	102	53	63	122	55	
74	72	95	88	117	96	85	65	63	92	
99	90	117	52	95	140	72	134	107	65	
200	200	200	200	200	200	200	200	200	200	
20	20	20	20	20	20	20	20	20	20	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
1.85	1.85	1.85	1.85	1.85	1.85	1.85	1.85	1.85	1.85	
1.84	1.84	1.84	1.84	1.84	1.84	1.84	1.84	1.84	1.84	
1.81	1.81	1.81	1.81	1.81	1.81	1.81	1.81	1.81	1.81	
1.675	1.675	1.675	1.675	1.675	1.675	1.675	1.675	1.675	1.675	
1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	
1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	
1.005	1.005	1.005	1.005	1.005	1.005	1.005	1.005	1.005	1.005	
0.995	0.995	0.995	0.995	0.995	0.995	0.995	0.995	0.995	0.995	
0.985	0.985	0.985	0.985	0.985	0.985	0.985	0.985	0.985	0.985	
0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	
0.935	0.935	0.935	0.935	0.935	0.935	0.935	0.935	0.935	0.935	
0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	
0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	
0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	
0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	
0.925	0.925	0.925	0.925	0.925	0.925	0.925	0.925	0.925	0.925	
0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	
0.905	0.905	0.905	0.905	0.905	0.905	0.905	0.905	0.905	0.905	
0.8375	0.8375	0.8375	0.8375	0.8375	0.8375	0.8375	0.8375	0.8375	0.8375	
0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	
0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	
0.5025	0.5025	0.5025	0.5025	0.5025	0.5025	0.5025	0.5025	0.5025	0.5025	
0.4975	0.4975	0.4975	0.4975	0.4975	0.4975	0.4975	0.4975	0.4975	0.4975	
0.4925	0.4925	0.4925	0.4925	0.4925	0.4925	0.4925	0.4925	0.4925	0.4925	
0.485	0.485	0.485	0.485	0.485	0.485	0.485	0.485	0.485	0.485	
0.4675	0.4675	0.4675	0.4675	0.4675	0.4675	0.4675	0.4675	0.4675	0.4675	
0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	
0.4125	0.4125	0.4125	0.4125	0.4125	0.4125	0.4125	0.4125	0.4125	0.4125	
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	
0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	
