15
10
3
54	54	54	54	54	54	54	54	54	54	
10
10
8	10	12	
0	0	0	
3.8	3.76	3.67	3.2	2.88	2.73	2.46	2.04	2	1.93	1.46	1.3	1.06	0.99	0.67	
89	57	87	78	57	78	86	105	131	128	
85	129	76	142	111	78	94	104	121	66	
63	93	117	111	80	131	63	83	106	143	
70	129	68	96	109	114	113	55	107	98	
148	121	96	92	78	90	52	91	114	142	
142	87	56	124	94	79	58	124	139	92	
90	88	56	62	62	71	124	114	80	90	
67	111	106	132	126	57	65	99	62	59	
96	71	133	68	84	131	98	104	125	62	
62	111	148	92	63	55	123	81	52	142	
95	121	137	66	81	96	124	136	95	55	
96	98	94	88	97	128	112	107	72	118	
138	94	81	60	79	78	138	118	106	118	
109	105	86	96	97	74	148	74	65	125	
110	58	62	116	130	113	62	105	128	56	
200	200	200	200	200	200	200	200	200	200	
20	20	20	20	20	20	20	20	20	20	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	
1.88	1.88	1.88	1.88	1.88	1.88	1.88	1.88	1.88	1.88	
1.835	1.835	1.835	1.835	1.835	1.835	1.835	1.835	1.835	1.835	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.44	1.44	1.44	1.44	1.44	1.44	1.44	1.44	1.44	1.44	
1.365	1.365	1.365	1.365	1.365	1.365	1.365	1.365	1.365	1.365	
1.23	1.23	1.23	1.23	1.23	1.23	1.23	1.23	1.23	1.23	
1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	
1	1	1	1	1	1	1	1	1	1	
0.965	0.965	0.965	0.965	0.965	0.965	0.965	0.965	0.965	0.965	
0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	
0.65	0.65	0.65	0.65	0.65	0.65	0.65	0.65	0.65	0.65	
0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.53	
0.495	0.495	0.495	0.495	0.495	0.495	0.495	0.495	0.495	0.495	
0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	
0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	
0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	
0.9175	0.9175	0.9175	0.9175	0.9175	0.9175	0.9175	0.9175	0.9175	0.9175	
0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	
0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	
0.6825	0.6825	0.6825	0.6825	0.6825	0.6825	0.6825	0.6825	0.6825	0.6825	
0.615	0.615	0.615	0.615	0.615	0.615	0.615	0.615	0.615	0.615	
0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
0.4825	0.4825	0.4825	0.4825	0.4825	0.4825	0.4825	0.4825	0.4825	0.4825	
0.365	0.365	0.365	0.365	0.365	0.365	0.365	0.365	0.365	0.365	
0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	
0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	
0.2475	0.2475	0.2475	0.2475	0.2475	0.2475	0.2475	0.2475	0.2475	0.2475	
0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	
