15
15
8
56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	
10
10
8	10	12	14	16	18	20	22	
0	0	0	0	0	0	0	0	
3.87	3.27	3.16	2.78	2.54	2.45	2.44	2.15	2.14	1.66	1.64	1.37	1.16	0.98	0.66	
111	69	69	149	133	82	141	88	118	51	77	133	114	135	125	
131	64	61	89	88	146	116	135	73	73	56	60	111	140	74	
130	132	96	107	73	141	144	96	96	122	98	136	94	62	73	
116	64	77	108	103	93	99	143	138	129	75	69	67	66	112	
98	134	96	146	106	54	75	84	138	92	63	97	105	149	87	
77	121	79	112	106	71	126	116	77	72	107	66	102	69	93	
85	135	70	122	93	64	107	147	92	80	67	60	125	82	60	
118	65	146	118	134	59	78	123	139	113	144	87	83	59	70	
86	86	80	120	94	135	119	76	109	142	88	72	123	94	126	
71	103	91	111	145	124	67	114	53	118	110	81	72	142	94	
79	55	78	56	51	115	80	140	130	104	142	79	126	121	126	
91	67	122	118	67	114	131	95	92	80	116	58	91	59	135	
124	71	55	130	126	97	112	85	103	143	75	64	80	54	114	
125	60	119	104	55	142	136	137	103	55	134	82	145	129	149	
124	127	116	52	143	126	55	55	144	134	66	82	126	134	85	
200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	
1.935	1.935	1.935	1.935	1.935	1.935	1.935	1.935	1.935	1.935	1.935	1.935	1.935	1.935	1.935	
1.635	1.635	1.635	1.635	1.635	1.635	1.635	1.635	1.635	1.635	1.635	1.635	1.635	1.635	1.635	
1.58	1.58	1.58	1.58	1.58	1.58	1.58	1.58	1.58	1.58	1.58	1.58	1.58	1.58	1.58	
1.39	1.39	1.39	1.39	1.39	1.39	1.39	1.39	1.39	1.39	1.39	1.39	1.39	1.39	1.39	
1.27	1.27	1.27	1.27	1.27	1.27	1.27	1.27	1.27	1.27	1.27	1.27	1.27	1.27	1.27	
1.225	1.225	1.225	1.225	1.225	1.225	1.225	1.225	1.225	1.225	1.225	1.225	1.225	1.225	1.225	
1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	
1.075	1.075	1.075	1.075	1.075	1.075	1.075	1.075	1.075	1.075	1.075	1.075	1.075	1.075	1.075	
1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	1.07	
0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	
0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	
0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	
0.58	0.58	0.58	0.58	0.58	0.58	0.58	0.58	0.58	0.58	0.58	0.58	0.58	0.58	0.58	
0.49	0.49	0.49	0.49	0.49	0.49	0.49	0.49	0.49	0.49	0.49	0.49	0.49	0.49	0.49	
