15
5
8
55	55	55	55	55	
10
10
8	10	12	14	16	18	20	22	
0	0	0	0	0	0	0	0	
3.75	3.73	3.19	2.95	2.86	2.4	2.24	2.2	2.06	2.06	1.58	1.41	1.28	0.94	0.67	
108	93	101	52	91	
121	77	81	121	50	
126	119	131	105	113	
112	81	147	125	132	
126	71	106	133	86	
86	64	113	51	146	
53	115	52	81	81	
125	79	111	71	110	
108	94	85	87	50	
94	83	100	67	88	
74	144	59	135	147	
140	69	109	125	64	
116	109	63	71	50	
133	73	142	90	87	
129	110	148	53	57	
200	200	200	200	200	
20	20	20	20	20	
1.6	1.6	1.6	1.6	1.6	
1.1	1.1	1.1	1.1	1.1	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
1.875	1.875	1.875	1.875	1.875	
1.865	1.865	1.865	1.865	1.865	
1.595	1.595	1.595	1.595	1.595	
1.475	1.475	1.475	1.475	1.475	
1.43	1.43	1.43	1.43	1.43	
1.2	1.2	1.2	1.2	1.2	
1.12	1.12	1.12	1.12	1.12	
1.1	1.1	1.1	1.1	1.1	
1.03	1.03	1.03	1.03	1.03	
1.03	1.03	1.03	1.03	1.03	
0.79	0.79	0.79	0.79	0.79	
0.705	0.705	0.705	0.705	0.705	
0.64	0.64	0.64	0.64	0.64	
0.47	0.47	0.47	0.47	0.47	
0.335	0.335	0.335	0.335	0.335	
0.9375	0.9375	0.9375	0.9375	0.9375	
0.9325	0.9325	0.9325	0.9325	0.9325	
0.7975	0.7975	0.7975	0.7975	0.7975	
0.7375	0.7375	0.7375	0.7375	0.7375	
0.715	0.715	0.715	0.715	0.715	
0.6	0.6	0.6	0.6	0.6	
0.56	0.56	0.56	0.56	0.56	
0.55	0.55	0.55	0.55	0.55	
0.515	0.515	0.515	0.515	0.515	
0.515	0.515	0.515	0.515	0.515	
0.395	0.395	0.395	0.395	0.395	
0.3525	0.3525	0.3525	0.3525	0.3525	
0.32	0.32	0.32	0.32	0.32	
0.235	0.235	0.235	0.235	0.235	
0.1675	0.1675	0.1675	0.1675	0.1675	
