10
10
5
43	43	43	43	43	43	43	43	43	43	
10
10
8	10	12	14	16	
0	0	0	0	0	
3.92	3.76	3.63	2.97	2.93	2.04	2.04	1.55	0.82	0.78	
83	80	92	64	73	105	116	133	122	148	
129	81	74	124	50	142	105	116	75	102	
93	98	100	62	76	105	126	76	124	99	
148	100	82	129	85	144	98	108	54	122	
142	146	127	78	97	87	121	76	81	128	
139	103	90	125	73	55	89	74	132	97	
106	136	83	84	85	133	85	129	127	62	
112	138	67	111	149	96	54	60	125	128	
129	122	72	83	124	99	88	68	104	110	
101	50	133	111	146	125	52	107	66	90	
200	200	200	200	200	200	200	200	200	200	
20	20	20	20	20	20	20	20	20	20	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
1.96	1.96	1.96	1.96	1.96	1.96	1.96	1.96	1.96	1.96	
1.88	1.88	1.88	1.88	1.88	1.88	1.88	1.88	1.88	1.88	
1.815	1.815	1.815	1.815	1.815	1.815	1.815	1.815	1.815	1.815	
1.485	1.485	1.485	1.485	1.485	1.485	1.485	1.485	1.485	1.485	
1.465	1.465	1.465	1.465	1.465	1.465	1.465	1.465	1.465	1.465	
1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	
1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	
0.775	0.775	0.775	0.775	0.775	0.775	0.775	0.775	0.775	0.775	
0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	
0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	0.39	
0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	
0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	0.94	
0.9075	0.9075	0.9075	0.9075	0.9075	0.9075	0.9075	0.9075	0.9075	0.9075	
0.7425	0.7425	0.7425	0.7425	0.7425	0.7425	0.7425	0.7425	0.7425	0.7425	
0.7325	0.7325	0.7325	0.7325	0.7325	0.7325	0.7325	0.7325	0.7325	0.7325	
0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	
0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	
0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	0.3875	
0.205	0.205	0.205	0.205	0.205	0.205	0.205	0.205	0.205	0.205	
0.195	0.195	0.195	0.195	0.195	0.195	0.195	0.195	0.195	0.195	
