10
5
5
38	38	38	38	38	
10
10
8	10	12	14	16	
0	0	0	0	0	
3.94	3.14	2.68	2.43	2.41	2.4	2.15	1.84	1.65	0.71	
135	90	94	56	104	
52	128	133	132	110	
102	75	95	50	66	
85	60	103	50	113	
112	130	63	59	106	
137	70	132	97	107	
132	68	110	69	96	
76	143	100	84	82	
68	96	137	100	123	
117	79	143	91	60	
200	200	200	200	200	
20	20	20	20	20	
1.6	1.6	1.6	1.6	1.6	
1.1	1.1	1.1	1.1	1.1	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
1.97	1.97	1.97	1.97	1.97	
1.57	1.57	1.57	1.57	1.57	
1.34	1.34	1.34	1.34	1.34	
1.215	1.215	1.215	1.215	1.215	
1.205	1.205	1.205	1.205	1.205	
1.2	1.2	1.2	1.2	1.2	
1.075	1.075	1.075	1.075	1.075	
0.92	0.92	0.92	0.92	0.92	
0.825	0.825	0.825	0.825	0.825	
0.355	0.355	0.355	0.355	0.355	
0.985	0.985	0.985	0.985	0.985	
0.785	0.785	0.785	0.785	0.785	
0.67	0.67	0.67	0.67	0.67	
0.6075	0.6075	0.6075	0.6075	0.6075	
0.6025	0.6025	0.6025	0.6025	0.6025	
0.6	0.6	0.6	0.6	0.6	
0.5375	0.5375	0.5375	0.5375	0.5375	
0.46	0.46	0.46	0.46	0.46	
0.4125	0.4125	0.4125	0.4125	0.4125	
0.1775	0.1775	0.1775	0.1775	0.1775	
