10
10
5
44	44	44	44	44	44	44	44	44	44	
10
10
8	10	12	14	16	
0	0	0	0	0	
3.8	3.48	3.16	3.05	2.64	2.31	1.76	1.48	1.46	1.21	
96	138	96	67	89	95	69	104	127	138	
88	86	97	128	107	110	135	147	131	120	
128	121	73	117	104	144	93	78	125	133	
74	66	112	120	133	74	114	92	145	97	
104	83	66	94	58	57	89	131	74	114	
144	101	129	149	123	121	50	63	109	125	
116	71	74	95	136	66	65	94	58	94	
130	59	60	71	63	113	147	142	86	132	
135	106	121	118	85	131	117	79	71	96	
108	87	138	80	122	137	126	133	53	146	
200	200	200	200	200	200	200	200	200	200	
20	20	20	20	20	20	20	20	20	20	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	1.1	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
10	10	10	10	10	10	10	10	10	10	
1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	
1.74	1.74	1.74	1.74	1.74	1.74	1.74	1.74	1.74	1.74	
1.58	1.58	1.58	1.58	1.58	1.58	1.58	1.58	1.58	1.58	
1.525	1.525	1.525	1.525	1.525	1.525	1.525	1.525	1.525	1.525	
1.32	1.32	1.32	1.32	1.32	1.32	1.32	1.32	1.32	1.32	
1.155	1.155	1.155	1.155	1.155	1.155	1.155	1.155	1.155	1.155	
0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	
0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	
0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	
0.605	0.605	0.605	0.605	0.605	0.605	0.605	0.605	0.605	0.605	
0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	
0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	
0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	
0.7625	0.7625	0.7625	0.7625	0.7625	0.7625	0.7625	0.7625	0.7625	0.7625	
0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	
0.5775	0.5775	0.5775	0.5775	0.5775	0.5775	0.5775	0.5775	0.5775	0.5775	
0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.44	
0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	
0.365	0.365	0.365	0.365	0.365	0.365	0.365	0.365	0.365	0.365	
0.3025	0.3025	0.3025	0.3025	0.3025	0.3025	0.3025	0.3025	0.3025	0.3025	
