5
5
5
22	22	22	22	22	
10
10
8	10	12	14	16	
0	0	0	0	0	
3.54	2.74	2.18	1.87	1.75	
79	146	67	105	63	
88	62	145	118	56	
79	101	107	104	144	
94	98	74	138	131	
143	105	81	127	84	
200	200	200	200	200	
20	20	20	20	20	
1.6	1.6	1.6	1.6	1.6	
1.1	1.1	1.1	1.1	1.1	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
10	10	10	10	10	
1.77	1.77	1.77	1.77	1.77	
1.37	1.37	1.37	1.37	1.37	
1.09	1.09	1.09	1.09	1.09	
0.935	0.935	0.935	0.935	0.935	
0.875	0.875	0.875	0.875	0.875	
0.885	0.885	0.885	0.885	0.885	
0.685	0.685	0.685	0.685	0.685	
0.545	0.545	0.545	0.545	0.545	
0.4675	0.4675	0.4675	0.4675	0.4675	
0.4375	0.4375	0.4375	0.4375	0.4375	
